index,operational_cost,loss_cost,objective_value,inference_time
1,7068.3787316392245,1328.6393801919603,8397.018111831185,0.0002548294916
2,6686.012251088756,1022.8488459458399,7708.861097034596,0.0002548294916
3,6219.535062639148,705.0665260430396,6924.601588682188,0.0002548294916
4,5861.087768725045,468.2287593230094,6329.316528048054,0.0002548294916
5,5657.646231568529,315.3334921999499,5972.97972376848,0.0002548294916
6,5651.366208715627,24.532690024740077,5675.898898740367,0.0002548294916
7,5466.1677722593895,0.0,5466.1677722593895,0.0002548294916
8,3432.9562522502747,0.0,3432.9562522502747,0.0002548294916
9,811.5956127269457,0.0,811.5956127269457,0.0002548294916
10,3.335405087917759,0.0,3.335405087917759,0.0002548294916
11,189.38030380871623,0.0,189.38030380871623,0.0002548294916
12,319.8418868597794,0.0,319.8418868597794,0.0002548294916
13,940.7781887385926,0.0,940.7781887385926,0.0002548294916
14,2210.340176156047,0.0,2210.340176156047,0.0002548294916
15,4734.072741065236,0.0,4734.072741065236,0.0002548294916
16,6747.600778531498,3628.0642798660797,10375.665058397577,0.0002548294916
17,7361.116011346644,4083.7521348210603,11444.868146167704,0.0002548294916
18,7947.163668697882,4443.50570452236,12390.669373220242,0.0002548294916
19,8016.949083886739,4320.5899015410905,12337.53898542783,0.0002548294916
20,7936.819728273151,3852.9102609294,11789.729989202551,0.0002548294916
21,7716.109449516292,3625.0663334519095,11341.175782968203,0.0002548294916
22,7386.924186824383,2590.7748205606795,9977.699007385061,0.0002548294916
23,7164.795305750934,1940.2204486841697,9105.015754435104,0.0002548294916
24,6664.245450556156,1064.8200957443396,7729.065546300496,0.0002548294916
25,6153.204273530391,591.1445623042805,6744.348835834671,0.0002548294916
26,5828.054956312764,720.0562581139203,6548.1112144266845,0.0002548294916
27,5562.578596200165,501.20616987896983,6063.784766079134,0.0002548294916
28,5406.952127163267,57.51010058070051,5464.462227743967,0.0002548294916
29,5425.479222739676,108.47518962170943,5533.954412361385,0.0002548294916
30,5693.84298738161,762.0275079123899,6455.870495294001,0.0002548294916
31,5940.48329499559,2015.1691090385998,7955.65240403419,0.0002548294916
32,4290.176686369159,2235.3283902619796,6525.505076631139,0.0002548294916
33,1348.589018333767,0.0,1348.589018333767,0.0002548294916
34,4.015687665802055,0.0,4.015687665802055,0.0002548294916
35,4.160916873347064,0.0,4.160916873347064,0.0002548294916
36,4.204964230765004,0.0,4.204964230765004,0.0002548294916
37,853.3860333755348,0.0,853.3860333755348,0.0002548294916
38,2770.0417428620976,1788.572478088169,4558.614220950267,0.0002548294916
39,5262.8303185035575,4837.16631733071,10099.996635834268,0.0002548294916
40,7558.647309523336,7318.536315718589,14877.183625241925,0.0002548294916
41,8191.850732932267,7222.60203046491,15414.452763397177,0.0002548294916
42,8750.672267419961,7288.556851576801,16039.229118996762,0.0002548294916
43,8714.678358959975,6856.852567935239,15571.530926895213,0.0002548294916
44,8512.602458058775,6395.168820151921,14907.771278210696,0.0002548294916
45,8165.739033679282,5765.600073174629,13931.339106853911,0.0002548294916
46,7725.613513859688,4671.34963199985,12396.96314585954,0.0002548294916
47,7444.344562280009,3580.09713723924,11024.44169951925,0.0002548294916
48,6922.1992080583905,2572.7871420755996,9494.98635013399,0.0002548294916
49,6337.885590689127,1148.7625953413103,7486.6481860304375,0.0002548294916
50,5905.482179634941,836.97616826685,6742.458347901791,0.0002548294916
51,5594.997915002288,902.9309893787395,6497.928904381028,0.0002548294916
52,5383.678326324572,726.0521509422601,6109.730477266832,0.0002548294916
53,5371.360772647664,815.9905433675995,6187.351316015263,0.0002548294916
54,5566.062453591762,759.0295614982206,6325.092015089983,0.0002548294916
55,5763.050342083857,1424.5736654456095,7187.624007529466,0.0002548294916
56,4437.786409496046,867.4204486841697,5305.206858180216,0.0002548294916
57,1906.445730417424,0.0,1906.445730417424,0.0002548294916
58,160.81531153944417,0.0,160.81531153944417,0.0002548294916
59,4.007391482961848,0.0,4.007391482961848,0.0002548294916
60,4.029915052889989,0.0,4.029915052889989,0.0002548294916
61,3.974858198069821,0.0,3.974858198069821,0.0002548294916
62,1955.988035356732,0.0,1955.988035356732,0.0002548294916
63,4780.632022840478,1518.2924845366495,6298.924507377128,0.0002548294916
64,7324.861223216239,5756.60623393212,13081.46745714836,0.0002548294916
65,7991.602035533081,6446.133909192931,14437.735944726013,0.0002548294916
66,8560.071895240551,6311.226320554949,14871.298215795501,0.0002548294916
67,8529.387181087532,6083.38239307746,14612.769574164991,0.0002548294916
68,8322.337986302888,5477.797217413591,13800.13520371648,0.0002548294916
69,7976.901432805615,4860.220256093039,12837.121688898653,0.0002548294916
70,7535.502879388071,3595.0868693101206,11130.589748698192,0.0002548294916
71,7191.938662826413,3031.4729434447495,10223.411606271162,0.0002548294916
72,6694.432447179173,2060.13830525127,8754.570752430443,0.0002548294916
73,6154.179657667373,1190.73384513978,7344.913502807153,0.0002548294916
74,5766.2981983742,795.0049184683503,6561.3031168425505,0.0002548294916
75,5447.833410593906,1031.8426851883805,6479.676095782286,0.0002548294916
76,5256.64242703092,947.9001855914098,6204.54261262233,0.0002548294916
77,5227.741230542799,836.97616826685,6064.717398809649,0.0002548294916
78,5338.078275993466,657.0993834162,5995.177659409666,0.0002548294916
79,5450.833437546029,1229.7071485240804,6680.540586070109,0.0002548294916
80,4478.331449873549,1123.0902706021207,5601.42172047567,0.0002548294916
81,2168.1843127399065,0.0,2168.1843127399065,0.0002548294916
82,643.2137672576833,0.0,643.2137672576833,0.0002548294916
83,308.47009242117133,0.0,308.47009242117133,0.0002548294916
