location,time_step,loss_of_load
CZE,1,442.8797933973201
CZE,2,340.94961531527997
CZE,3,235.02217534767988
CZE,4,156.0762531076698
CZE,5,105.11116406664996
CZE,6,8.177563341580026
CZE,16,1209.35475995536
CZE,17,1361.25071160702
CZE,18,1481.16856817412
CZE,19,1440.1966338470302
CZE,20,1284.3034203098
CZE,21,1208.3554444839701
CZE,22,863.5916068535598
CZE,23,646.7401495613899
CZE,24,354.94003191477987
CZE,25,197.04818743476017
CZE,26,240.01875270464006
CZE,27,167.06872329298994
CZE,28,19.17003352690017
CZE,29,36.15839654056981
CZE,30,254.00916930412995
CZE,31,671.7230363461999
CZE,32,745.1094634206598
CZE,38,596.1908260293897
CZE,39,1612.38877244357
CZE,40,2439.51210523953
CZE,41,2407.53401015497
CZE,42,2429.5189505256003
CZE,43,2285.6175226450796
CZE,44,2131.7229400506403
CZE,45,1921.8666910582097
CZE,46,1557.11654399995
CZE,47,1193.36571241308
CZE,48,857.5957140251999
CZE,49,382.9208651137701
CZE,50,278.99205608895
CZE,51,300.9769964595798
CZE,52,242.01738364742005
CZE,53,271.9968477891998
CZE,54,253.0098538327402
CZE,55,474.85788848186985
CZE,56,289.14014956138993
CZE,63,506.0974948455498
CZE,64,1918.86874464404
CZE,65,2148.7113030643104
CZE,66,2103.7421068516496
CZE,67,2027.7941310258202
CZE,68,1825.9324058045304
CZE,69,1620.0734186976797
CZE,70,1198.3622897700402
CZE,71,1010.4909811482498
CZE,72,686.71276841709
CZE,73,396.91128171326
CZE,74,265.0016394894501
CZE,75,343.9475617294602
CZE,76,315.96672853046994
CZE,77,278.99205608895
CZE,78,219.0331278054
CZE,79,409.9023828413601
CZE,80,374.3634235340402
CZE,88,1814.0180895270798
CZE,89,2154.70719589266
CZE,90,2370.55933771344
CZE,91,2366.56207582787
CZE,92,2219.6627015331796
CZE,93,2038.78660121114
CZE,94,1584.09806172755
CZE,95,1373.24249726373
CZE,96,1073.44785584598
CZE,97,991.5039871918002
CZE,98,1079.44374867434
CZE,99,1038.47181434724
CZE,100,898.5676483522898
CZE,101,1032.4759215188901
CZE,102,1514.14597873007
CZE,103,2618.38957461878
CZE,104,3037.1802265115
CZE,105,1031.4843925064501
CZE,106,293.37760604367986
CZE,107,295.73516527000993
CZE,110,767.61605729231
CZE,111,1925.9207901692598
CZE,112,3616.0653433520497
CZE,113,3773.59825954851
CZE,114,3804.5770391616797
CZE,115,3617.7050460112796
CZE,116,3499.78582038697
CZE,117,3093.0644235302198
CZE,118,2602.4005270765
CZE,119,2090.7510057235404
CZE,120,1668.0405613245202
CZE,121,1438.1980029042402
CZE,122,1468.17746704602
CZE,123,1397.2260685771498
CZE,124,1268.3143727675201
CZE,125,1339.2657712363898
CZE,126,1755.9803228070596
CZE,127,2836.2403473823497
CZE,128,2809.4912377925198
CZE,136,3383.58376680115
CZE,137,3668.6701350523
CZE,138,3947.4791515708102
CZE,139,3793.58456897636
CZE,140,3764.60442030598
CZE,141,3375.8707019343
CZE,142,2827.2465081398204
CZE,143,2324.59082602939
CZE,144,1905.8776435159298
CZE,145,1687.0275552809799
CZE,146,1750.9837454501003
CZE,147,1663.04398396756
CZE,148,1540.1281809862799
CZE,149,1613.07821039793
CZE,150,2075.76127365266
CZE,151,3154.0226672851604
CZE,152,3194.8680814664795
CZE,158,1270.19427002348
CZE,159,2839.0627228842304
CZE,160,4080.3881092660104
CZE,161,4075.39153190905
BLK,162,158.87446509466827
CZE,162,4176.32239451969
CZE,163,4143.582491630795
CZE,164,3889.5188542300402
CZE,165,3537.75980829988
CZE,166,2958.15683489223
CZE,167,2442.5100516537004
CZE,168,2012.8043989549296
CZE,169,1780.9632095918696
CZE,170,1825.9324058045304
CZE,171,1760.9769001640198
CZE,172,1655.0494601964201
CZE,173,1719.0056503655396
CZE,174,2154.70719589266
CZE,175,3215.9802265115004
CZE,176,3589.4427539079998
CZE,177,2149.76745576118
CZE,178,1174.90037195764
CZE,179,461.6990029004296
CZE,180,293.5325448021904
CZE,181,1138.6435560832201
CZE,182,1761.26614552727
CZE,183,2699.87641345638
CZE,184,3969.82302022499
CZE,185,3994.4469787262597
BLK,186,455.6279008466008
CZE,186,5340.999853117829
BLK,187,709.7068274039993
CZE,187,4560.715597128421
SKO,187,152.55054612051936
BLK,188,123.73429131000012
CZE,188,3756.609896534839
SKO,188,122.62318163593955
CZE,189,3393.8583804193604
CZE,190,2809.25882965475
CZE,191,2303.60520113015
CZE,192,1876.8974948455498
CZE,193,1660.0460375533803
CZE,194,1680.0323469812301
CZE,195,1574.10490701362
