from,to,time_step,flow
GER,NED,1034,5000.0
GER,NED,1035,5000.0
GER,NED,1036,5000.0
GER,NED,1037,5000.0
GER,NED,1038,5000.0
GER,NED,1039,5000.0
GER,NED,1040,5000.0
GER,NED,1041,-5000.0
GER,NED,1042,-5000.0
GER,NED,1043,-5000.0
GER,NED,1044,-5000.0
GER,NED,1045,-5000.0
GER,NED,1046,-5000.0
GER,NED,1047,-5000.0
GER,NED,1048,-5000.0
GER,NED,1049,4456.498677797401
GER,NED,1050,5000.0
GER,NED,1051,5000.0
GER,NED,1052,5000.0
GER,NED,1053,5000.0
GER,NED,1054,5000.0
GER,NED,1055,5000.0
GER,NED,1056,5000.0
GER,NED,1057,5000.0
GER,NED,1058,5000.0
GER,NED,1059,5000.0
GER,NED,1060,5000.0
GER,NED,1061,5000.0
GER,NED,1062,5000.0
GER,NED,1063,5000.0
GER,NED,1064,5000.0
GER,NED,1065,-5000.0
GER,NED,1066,-5000.0
GER,NED,1067,-5000.0
GER,NED,1068,-5000.0
GER,NED,1069,-5000.0
GER,NED,1070,-5000.0
GER,NED,1071,-5000.0
GER,NED,1072,-5000.0
GER,NED,1073,5000.0
GER,NED,1074,5000.0
GER,NED,1075,5000.0
GER,NED,1076,5000.0
GER,NED,1077,5000.0
GER,NED,1078,5000.0
GER,NED,1079,5000.0
GER,NED,1080,5000.0
GER,NED,1081,5000.0
GER,NED,1082,5000.0
GER,NED,1083,5000.0
GER,NED,1084,5000.0
GER,NED,1085,5000.0
GER,NED,1086,5000.0
GER,NED,1087,5000.0
GER,NED,1088,5000.0
GER,NED,1089,-5000.0
GER,NED,1090,-5000.0
GER,NED,1091,-5000.0
GER,NED,1092,-5000.0
GER,NED,1093,-5000.0
GER,NED,1094,-5000.0
GER,NED,1095,-5000.0
GER,NED,1096,-5000.0
GER,NED,1097,1267.6486512271003
GER,NED,1098,5000.0
GER,NED,1099,5000.0
GER,NED,1100,5000.0
GER,NED,1101,5000.0
GER,NED,1102,5000.0
GER,NED,1103,5000.0
GER,NED,1104,5000.0
GER,NED,1105,5000.0
GER,NED,1106,5000.0
GER,NED,1107,5000.0
GER,NED,1108,5000.0
GER,NED,1109,5000.0
GER,NED,1110,5000.0
GER,NED,1111,5000.0
GER,NED,1112,5000.0
GER,NED,1113,-5000.0
GER,NED,1114,-5000.0
GER,NED,1115,-5000.0
GER,NED,1116,-5000.0
GER,NED,1117,-5000.0
GER,NED,1118,43.672370284300996
GER,NED,1119,-5000.0
GER,NED,1120,-5000.0
GER,NED,1121,-5000.0
GER,NED,1122,5000.0
GER,NED,1123,5000.0
GER,NED,1124,5000.0
GER,NED,1125,5000.0
GER,NED,1126,5000.0
GER,NED,1127,5000.0
GER,NED,1128,5000.0
GER,NED,1129,5000.0
GER,NED,1130,5000.0
GER,NED,1131,5000.0
GER,NED,1132,5000.0
GER,NED,1133,5000.0
GER,NED,1134,5000.0
GER,NED,1135,5000.0
GER,NED,1136,5000.0
GER,NED,1137,5000.0
GER,NED,1138,2667.974877783501
GER,NED,1139,-1941.6934802924006
GER,NED,1140,-5000.0
GER,NED,1141,-5000.0
GER,NED,1142,-5000.0
GER,NED,1143,-5000.0
GER,NED,1144,-5000.0
GER,NED,1145,5000.0
GER,NED,1146,5000.0
GER,NED,1147,5000.0
GER,NED,1148,5000.0
GER,NED,1149,5000.0
GER,NED,1150,5000.0
GER,NED,1151,5000.0
GER,NED,1152,5000.0
GER,NED,1153,5000.0
GER,NED,1154,5000.0
GER,NED,1155,5000.0
GER,NED,1156,5000.0
GER,NED,1157,5000.0
GER,NED,1158,5000.0
GER,NED,1159,5000.0
GER,NED,1160,5000.0
GER,NED,1161,-5000.0
GER,NED,1162,-5000.0
GER,NED,1163,-5000.0
GER,NED,1164,-5000.0
GER,NED,1165,-5000.0
GER,NED,1166,-5000.0
GER,NED,1167,-5000.0
GER,NED,1168,-5000.0
GER,NED,1169,5000.0
GER,NED,1170,5000.0
GER,NED,1171,5000.0
GER,NED,1172,5000.0
GER,NED,1173,5000.0
GER,NED,1174,5000.0
GER,NED,1175,5000.0
GER,NED,1176,5000.0
GER,NED,1177,5000.0
GER,NED,1178,5000.0
GER,NED,1179,5000.0
GER,NED,1180,5000.0
GER,NED,1181,5000.0
GER,NED,1182,5000.0
GER,NED,1183,5000.0
GER,NED,1184,5000.0
GER,NED,1185,-5000.0
GER,NED,1186,-5000.0
GER,NED,1187,-5000.0
GER,NED,1188,-5000.0
GER,NED,1189,-5000.0
GER,NED,1190,-5000.0
GER,NED,1191,-384.8551403567035
GER,NED,1192,-5000.0
GER,NED,1193,5000.0
GER,NED,1194,5000.0
GER,NED,1195,5000.0
GER,NED,1196,5000.0
GER,NED,1197,5000.0
GER,NED,1198,5000.0
GER,NED,1199,5000.0
GER,NED,1200,5000.0
GER,NED,1201,5000.0
GER,NED,1202,5000.0
GER,NED,1203,5000.0
GER,NED,1204,5000.0
GER,NED,1205,5000.0
GER,NED,1206,5000.0
GER,NED,1207,4999.999999999998
GER,NED,1208,5000.0
GER,NED,1209,5000.0
GER,NED,1210,5000.0
GER,NED,1211,5000.0
GER,NED,1212,5000.0
GER,NED,1213,2202.294519416
GER,NED,1214,3359.5332879730013
GER,NED,1215,5000.0
GER,NED,1216,5000.0
GER,NED,1217,5000.0
GER,NED,1218,5000.0
GER,NED,1219,5000.0
GER,NED,1220,5000.0
GER,NED,1221,5000.0
GER,NED,1222,5000.0
GER,NED,1223,5000.0
GER,NED,1224,5000.0
GER,NED,1225,5000.0
GER,NED,1226,5000.0
GER,NED,1227,5000.0
GER,NED,1228,5000.0
GER,NED,1229,5000.0
GER,NED,1230,5000.0
GER,NED,1231,5000.0
GER,NED,1232,4108.5992529347
GER,NED,1233,-5000.0
GER,NED,1234,-5000.0
GER,NED,1235,-5000.0
GER,NED,1236,-5000.0
GER,NED,1237,-5000.0
GER,NED,1238,-5000.0
GER,NED,1239,-5000.0
GER,NED,1240,-5000.0
GER,NED,1241,3588.9966121071993
GER,NED,1242,5000.0
GER,NED,1243,5000.0
GER,NED,1244,5000.0
GER,NED,1245,5000.0
GER,NED,1246,5000.0
GER,NED,1247,5000.0
GER,NED,1248,5000.0
GER,NED,1249,5000.0
GER,NED,1250,5000.0
GER,NED,1251,5000.0
GER,NED,1252,5000.0
GER,NED,1253,5000.0
GER,NED,1254,5000.0
GER,NED,1255,5000.0
GER,NED,1256,-1090.2787988873006
GER,NED,1257,-5000.0
GER,NED,1258,-5000.0
GER,NED,1259,-5000.0
GER,NED,1260,-5000.0
GER,NED,1261,-5000.0
GER,NED,1262,-5000.0
GER,NED,1263,-5000.0
GER,NED,1264,-5000.0
GER,NED,1265,-485.26762101549866
GER,NED,1266,5000.0
GER,NED,1267,5000.0
GER,NED,1268,5000.0
GER,NED,1269,5000.0
GER,NED,1270,5000.0
GER,NED,1271,5000.0
GER,NED,1272,5000.0
GER,NED,1273,5000.0
GER,NED,1274,5000.0
GER,NED,1275,5000.0
GER,NED,1276,5000.0
GER,NED,1277,5000.0
GER,NED,1278,5000.0
GER,NED,1279,5000.0
GER,NED,1280,5000.0
GER,NED,1281,5000.0
GER,NED,1282,-5000.0
GER,NED,1283,-5000.0
GER,NED,1284,-5000.0
GER,NED,1285,-5000.0
GER,NED,1286,-5000.0
GER,NED,1287,-5000.0
GER,NED,1288,-5000.0
GER,NED,1289,5000.0
GER,NED,1290,5000.0
GER,NED,1291,5000.0
GER,NED,1292,5000.0
GER,NED,1293,5000.0
GER,NED,1294,5000.0
GER,NED,1295,5000.0
GER,NED,1296,5000.0
GER,NED,1297,5000.0
GER,NED,1298,5000.0
GER,NED,1299,5000.0
GER,NED,1300,5000.0
GER,NED,1301,5000.0
GER,NED,1302,5000.0
GER,NED,1303,5000.0
GER,NED,1304,5000.0
GER,NED,1305,-5000.0
GER,NED,1306,-5000.0
GER,NED,1307,-5000.0
GER,NED,1308,-5000.0
GER,NED,1309,-5000.0
GER,NED,1310,-5000.0
GER,NED,1311,-5000.0
GER,NED,1312,-5000.0
GER,NED,1313,-5000.0
GER,NED,1314,5000.0
GER,NED,1315,5000.0
GER,NED,1316,5000.0
GER,NED,1317,5000.0
GER,NED,1318,5000.0
GER,NED,1319,5000.0
GER,NED,1320,5000.0
GER,NED,1321,5000.0
GER,NED,1322,5000.0
GER,NED,1323,5000.0
GER,NED,1324,5000.0
GER,NED,1325,5000.0
GER,NED,1326,5000.0
GER,NED,1327,4999.999999999997
GER,NED,1328,-3609.017808299601
GER,NED,1329,-5000.0
GER,NED,1330,-5000.0
GER,NED,1331,-5000.0
GER,NED,1332,-5000.0
GER,NED,1333,-5000.0
GER,NED,1334,-5000.0
GER,NED,1335,2215.163445771299
GER,NED,1336,5000.0
GER,NED,1337,5000.0
GER,NED,1338,5000.0
GER,NED,1339,5000.0
GER,NED,1340,5000.0
GER,NED,1341,5000.0
GER,NED,1342,5000.0
GER,NED,1343,5000.0
GER,NED,1344,5000.0
GER,NED,1345,5000.0
GER,NED,1346,5000.0
GER,NED,1347,5000.0
GER,NED,1348,5000.0
GER,NED,1349,5000.0
GER,NED,1350,5000.0
GER,NED,1351,5000.0
GER,NED,1352,5000.0
GER,NED,1353,883.9416180209009
GER,NED,1354,-5000.0
GER,NED,1355,-5000.0
GER,NED,1356,-5000.0
GER,NED,1357,-5000.0
GER,NED,1358,-5000.0
GER,NED,1359,-5000.0
GER,NED,1360,2109.3795174448005
GER,NED,1361,5000.0
GER,NED,1362,5000.0
GER,NED,1363,5000.0
GER,NED,1364,5000.0
GER,NED,1365,5000.0
GER,NED,1366,5000.0
GER,NED,1367,5000.0
GER,NED,1368,5000.0
GER,NED,1369,5000.0
GER,NED,1370,5000.0
GER,NED,1371,5000.0
GER,NED,1372,5000.0
GER,NED,1373,5000.0
GER,NED,1374,5000.0
GER,NED,1375,5000.0
GER,NED,1376,-2918.4313595732
GER,NED,1377,-5000.0
GER,NED,1378,-5000.0
GER,NED,1379,-5000.0
GER,NED,1380,-5000.0
GER,NED,1381,-5000.0
GER,NED,1382,-5000.0
GER,NED,1383,-5000.0
GER,NED,1384,-5000.0
GER,NED,1385,-5000.0
GER,NED,1386,5000.0
GER,NED,1387,5000.0
GER,NED,1388,5000.0
GER,NED,1389,5000.0
GER,NED,1390,5000.0
GER,NED,1391,5000.0
GER,NED,1392,5000.0
GER,NED,1393,5000.0
GER,NED,1394,5000.0
GER,NED,1395,5000.0
GER,NED,1396,5000.0
GER,NED,1397,5000.0
GER,NED,1398,5000.0
GER,NED,1399,5000.0
GER,NED,1400,3280.592560868299
GER,NED,1401,-5000.0
GER,NED,1402,-5000.0
GER,NED,1403,-5000.0
GER,NED,1404,-5000.0
GER,NED,1405,-5000.0
GER,NED,1406,-5000.0
GER,NED,1407,-5000.0
GER,NED,1408,-5000.0
GER,NED,1409,-5000.0
GER,NED,1410,5000.0
GER,NED,1411,5000.0
GER,NED,1412,5000.0
GER,NED,1413,5000.0
GER,NED,1414,5000.0
GER,NED,1415,5000.0
GER,NED,1416,5000.0
GER,NED,1417,5000.0
GER,NED,1418,5000.0
GER,NED,1419,5000.0
GER,NED,1420,5000.0
GER,NED,1421,5000.0
GER,NED,1422,5000.0
GER,NED,1423,5000.0
GER,NED,1424,439.86657814709906
GER,NED,1425,-5000.0
GER,NED,1426,-5000.0
GER,NED,1427,-5000.0
GER,NED,1428,-5000.0
GER,NED,1429,-5000.0
GER,NED,1430,-5000.0
GER,NED,1431,-5000.0
GER,NED,1432,-5000.0
GER,NED,1433,-5000.0
GER,NED,1434,5000.0
GER,NED,1435,5000.0
GER,NED,1436,5000.0
GER,NED,1437,5000.0
GER,NED,1438,5000.0
GER,NED,1439,5000.0
GER,NED,1440,5000.0
GER,NED,1441,5000.0
GER,NED,1442,5000.0
GER,NED,1443,5000.0
GER,NED,1444,5000.0
GER,NED,1445,5000.0
GER,NED,1446,5000.0
GER,NED,1447,5000.0
GER,NED,1448,-5000.0
GER,NED,1449,-5000.0
GER,NED,1450,-5000.0
GER,NED,1451,-5000.0
GER,NED,1452,-5000.0
GER,NED,1453,-5000.0
GER,NED,1454,-5000.0
GER,NED,1455,-5000.0
GER,NED,1456,-5000.0
GER,NED,1457,-1355.1620490170972
GER,NED,1458,5000.0
GER,NED,1459,5000.0
GER,NED,1460,5000.0
GER,NED,1461,5000.0
GER,NED,1462,5000.0
GER,NED,1463,5000.0
GER,NED,1464,5000.0
GER,NED,1465,5000.0
GER,NED,1466,5000.0
GER,NED,1467,5000.0
GER,NED,1468,5000.0
GER,NED,1469,5000.0
GER,NED,1470,5000.0
GER,NED,1471,5000.0
GER,NED,1472,625.6778727779001
GER,NED,1473,3439.6086854352034
GER,NED,1474,-5000.0
GER,NED,1475,-1980.0159093514012
GER,NED,1476,670.4677315183981
GER,NED,1477,-2759.5529201320023
GER,NED,1478,-5000.0
GER,NED,1479,-5000.0
GER,NED,1480,-5000.0
GER,NED,1481,-5000.0
GER,NED,1482,5000.0
GER,NED,1483,5000.0
GER,NED,1484,5000.0
GER,NED,1485,5000.0
GER,NED,1486,5000.0
GER,NED,1487,5000.0
GER,NED,1488,5000.0
GER,NED,1489,5000.0
GER,NED,1490,5000.0
GER,NED,1491,5000.0
GER,NED,1492,5000.0
GER,NED,1493,5000.0
GER,NED,1494,5000.0
GER,NED,1495,5000.0
GER,NED,1496,-3322.0986762162993
GER,NED,1497,-5000.0
GER,NED,1498,-5000.0
GER,NED,1499,-5000.0
GER,NED,1500,-5000.0
GER,NED,1501,-5000.0
GER,NED,1502,-5000.0
GER,NED,1503,-5000.0
GER,NED,1504,-5000.0
GER,NED,1505,-4212.516831960798
GER,NED,1506,5000.0
GER,NED,1507,5000.0
GER,NED,1508,5000.0
GER,NED,1509,5000.0
GER,NED,1510,5000.0
GER,NED,1511,5000.0
GER,NED,1512,5000.0
GER,NED,1513,5000.0
GER,NED,1514,5000.0
GER,NED,1515,5000.0
GER,NED,1516,5000.0
GER,NED,1517,5000.0
GER,NED,1518,5000.0
GER,NED,1519,5000.0
GER,NED,1520,-5000.0
GER,NED,1521,-5000.0
GER,NED,1522,-5000.0
GER,NED,1523,-5000.0
GER,NED,1524,-5000.0
GER,NED,1525,-5000.0
GER,NED,1526,-5000.0
GER,NED,1527,-5000.0
GER,NED,1528,-5000.0
GER,NED,1529,-3606.143162453802
GER,NED,1530,5000.0
GER,NED,1531,5000.0
GER,NED,1532,5000.0
GER,NED,1533,5000.0
GER,NED,1534,5000.0
GER,NED,1535,5000.0
GER,NED,1536,5000.0
GER,NED,1537,5000.0
GER,NED,1538,5000.0
GER,NED,1539,5000.0
GER,NED,1540,5000.0
GER,NED,1541,5000.0
GER,NED,1542,5000.0
GER,NED,1543,5000.0
GER,NED,1544,5000.0
GER,NED,1545,-454.40810855100426
GER,NED,1546,-2637.348137188197
GER,NED,1547,-5000.0
GER,NED,1548,-5000.0
GER,NED,1549,-5000.0
GER,NED,1550,-5000.0
GER,NED,1551,-5000.0
GER,NED,1552,-5000.0
GER,NED,1553,-4398.5222655916
GER,NED,1554,5000.0
GER,NED,1555,5000.0
GER,NED,1556,5000.0
GER,NED,1557,5000.0
GER,NED,1558,5000.0
GER,NED,1559,5000.0
GER,NED,1560,5000.0
GER,NED,1561,5000.0
GER,NED,1562,5000.0
GER,NED,1563,5000.0
GER,NED,1564,5000.0
GER,NED,1565,5000.0
GER,NED,1566,5000.0
GER,NED,1567,5000.0
GER,NED,1568,4697.708260212499
GER,NED,1569,-5000.0
GER,NED,1570,-5000.0
GER,NED,1571,-5000.0
GER,NED,1572,-5000.0
GER,NED,1573,-5000.0
GER,NED,1574,-5000.0
GER,NED,1575,-5000.0
GER,NED,1576,-5000.0
GER,NED,1577,-5000.0
GER,NED,1578,5000.0
GER,NED,1579,5000.0
GER,NED,1580,5000.0
GER,NED,1581,5000.0
GER,NED,1582,5000.0
GER,NED,1583,5000.0
GER,NED,1584,5000.0
GER,NED,1585,5000.0
GER,NED,1586,5000.0
GER,NED,1587,5000.0
GER,NED,1588,5000.0
GER,NED,1589,5000.0
GER,NED,1590,5000.0
GER,NED,1591,5000.0
GER,NED,1592,-5000.0
GER,NED,1593,-5000.0
GER,NED,1594,-5000.0
GER,NED,1595,-5000.0
GER,NED,1596,-5000.0
GER,NED,1597,-5000.0
GER,NED,1598,-5000.0
GER,NED,1599,-5000.0
GER,NED,1600,-5000.0
GER,NED,1601,-5000.0
GER,NED,1602,5000.0
GER,NED,1603,5000.0
GER,NED,1604,5000.0
GER,NED,1605,5000.0
GER,NED,1606,5000.0
GER,NED,1607,5000.0
GER,NED,1608,5000.0
GER,NED,1609,5000.0
GER,NED,1610,5000.0
GER,NED,1611,5000.0
GER,NED,1612,5000.0
GER,NED,1613,5000.0
GER,NED,1614,5000.0
GER,NED,1615,5000.0
GER,NED,1616,-2849.0851965733
GER,NED,1617,-31.34488772560144
GER,NED,1618,-5000.0
GER,NED,1619,-5000.0
GER,NED,1620,-5000.0
GER,NED,1621,-5000.0
GER,NED,1622,-5000.0
GER,NED,1623,-5000.0
GER,NED,1624,-388.55575138839777
GER,NED,1625,-5000.0
GER,NED,1626,5000.0
GER,NED,1627,5000.0
GER,NED,1628,5000.0
GER,NED,1629,5000.0
GER,NED,1630,5000.0
GER,NED,1631,5000.0
GER,NED,1632,5000.0
GER,NED,1633,5000.0
GER,NED,1634,5000.0
GER,NED,1635,5000.0
GER,NED,1636,5000.0
GER,NED,1637,5000.0
GER,NED,1638,5000.0
GER,NED,1639,5000.0
GER,NED,1640,-5000.0
GER,NED,1641,-5000.0
GER,NED,1642,-5000.0
GER,NED,1643,-5000.0
GER,NED,1644,-5000.0
GER,NED,1645,-5000.0
GER,NED,1646,-5000.0
GER,NED,1647,-5000.0
GER,NED,1648,-5000.0
GER,NED,1649,-5000.0
GER,NED,1650,5000.0
GER,NED,1651,5000.0
GER,NED,1652,5000.0
GER,NED,1653,5000.0
GER,NED,1654,5000.0
GER,NED,1655,5000.0
GER,NED,1656,5000.0
GER,NED,1657,5000.0
GER,NED,1658,5000.0
GER,NED,1659,5000.0
GER,NED,1660,5000.0
GER,NED,1661,5000.0
GER,NED,1662,5000.0
GER,NED,1663,5000.0
GER,NED,1664,-5000.0
GER,NED,1665,-5000.0
GER,NED,1666,-5000.0
GER,NED,1667,-5000.0
GER,NED,1668,-5000.0
GER,NED,1669,-5000.0
GER,NED,1670,-5000.0
GER,NED,1671,-5000.0
GER,NED,1672,-5000.0
GER,NED,1673,-5000.0
GER,NED,1674,5000.0
GER,NED,1675,5000.0
GER,NED,1676,5000.0
GER,NED,1677,5000.0
GER,NED,1678,5000.0
GER,NED,1679,5000.0
GER,NED,1680,5000.0
GER,NED,1681,5000.0
GER,NED,1682,5000.0
GER,NED,1683,5000.0
GER,NED,1684,5000.0
GER,NED,1685,5000.0
GER,NED,1686,5000.0
GER,NED,1687,5000.0
GER,NED,1688,-5000.0
GER,NED,1689,-1204.4620256521011
GER,NED,1690,-5000.0
GER,NED,1691,-5000.0
GER,NED,1692,-5000.0
GER,NED,1693,-5000.0
GER,NED,1694,-5000.0
GER,NED,1695,5000.0
GER,NED,1696,-5000.0
GER,NED,1697,-5000.0
GER,NED,1698,5000.0
GER,NED,1699,5000.0
GER,NED,1700,5000.0
GER,NED,1701,5000.0
GER,NED,1702,5000.0
GER,NED,1703,5000.0
GER,NED,1704,5000.0
GER,NED,1705,5000.0
GER,NED,1706,5000.0
GER,NED,1707,5000.0
GER,NED,1708,5000.0
GER,NED,1709,5000.0
GER,NED,1710,5000.0
GER,NED,1711,5000.0
GER,NED,1712,-5000.0
GER,NED,1713,-5000.0
GER,NED,1714,-5000.0
GER,NED,1715,-5000.0
GER,NED,1716,-5000.0
GER,NED,1717,77.621062230799
GER,NED,1718,-5000.0
GER,NED,1719,-5000.0
GER,NED,1720,-5000.0
GER,NED,1721,-5000.0
GER,NED,1722,5000.0
GER,NED,1723,5000.0
GER,NED,1724,5000.0
GER,NED,1725,5000.0
GER,NED,1726,5000.0
GER,NED,1727,5000.0
GER,NED,1728,5000.0
GER,NED,1729,5000.0
GER,NED,1730,5000.0
GER,NED,1731,5000.0
GER,NED,1732,5000.0
GER,NED,1733,5000.0
GER,NED,1734,5000.0
GER,NED,1735,5000.0
GER,NED,1736,-5000.0
GER,NED,1737,-5000.0
GER,NED,1738,-5000.0
GER,NED,1739,-5000.0
GER,NED,1740,-5000.0
GER,NED,1741,-5000.0
GER,NED,1742,-5000.0
GER,NED,1743,-5000.0
GER,NED,1744,-4128.475956029199
GER,NED,1745,2749.0576848406
GER,NED,1746,5000.0
GER,NED,1747,5000.0
GER,NED,1748,5000.0
GER,NED,1749,5000.0
GER,NED,1750,5000.0
GER,NED,1751,5000.0
GER,NED,1752,5000.0
GER,NED,1753,5000.0
GER,NED,1754,5000.0
GER,NED,1755,5000.0
GER,NED,1756,5000.0
GER,NED,1757,5000.0
GER,NED,1758,5000.0
GER,NED,1759,5000.0
GER,NED,1760,-462.1642366565993
GER,NED,1761,-5000.0
GER,NED,1762,-5000.0
GER,NED,1763,-5000.0
GER,NED,1764,-5000.0
GER,NED,1765,-5000.0
GER,NED,1766,-5000.0
GER,NED,1767,-5000.0
GER,NED,1768,-5000.0
GER,NED,1769,-661.0851116248978
GER,NED,1770,5000.0
GER,NED,1771,5000.0
GER,NED,1772,5000.0
GER,NED,1773,5000.0
GER,NED,1774,5000.0
GER,NED,1775,5000.0
GER,NED,1776,5000.0
GER,NED,1777,5000.0
GER,NED,1778,5000.0
GER,NED,1779,5000.0
GER,NED,1780,5000.0
GER,NED,1781,5000.0
GER,NED,1782,5000.0
GER,NED,1783,5000.0
GER,NED,1784,-5000.0
GER,NED,1785,-5000.0
GER,NED,1786,-5000.0
GER,NED,1787,-5000.0
GER,NED,1788,-5000.0
GER,NED,1789,-5000.0
GER,NED,1790,-5000.0
GER,NED,1791,-5000.0
GER,NED,1792,-5000.0
GER,NED,1793,-5000.0
GER,NED,1794,5000.0
GER,NED,1795,5000.0
GER,NED,1796,5000.0
GER,NED,1797,5000.0
GER,NED,1798,5000.0
GER,NED,1799,5000.0
GER,NED,1800,5000.0
GER,NED,1801,5000.0
GER,NED,1802,5000.0
GER,NED,1803,5000.0
GER,NED,1804,5000.0
GER,NED,1805,5000.0
GER,NED,1806,5000.0
GER,NED,1807,5000.0
GER,NED,1808,-5000.0
GER,NED,1809,-5000.0
GER,NED,1810,-5000.0
GER,NED,1811,-5000.0
GER,NED,1812,-5000.0
GER,NED,1813,-5000.0
GER,NED,1814,-5000.0
GER,NED,1815,-5000.0
GER,NED,1816,-5000.0
GER,NED,1817,-5000.0
GER,NED,1818,5000.0
GER,NED,1819,5000.0
GER,NED,1820,5000.0
GER,NED,1821,5000.0
GER,NED,1822,5000.0
GER,NED,1823,5000.0
GER,NED,1824,5000.0
GER,NED,1825,5000.0
GER,NED,1826,5000.0
GER,NED,1827,5000.0
GER,NED,1828,5000.0
GER,NED,1829,5000.0
GER,NED,1830,5000.0
GER,NED,1831,5000.0
GER,NED,1832,-414.3444613328975
GER,NED,1833,-5000.0
GER,NED,1834,-5000.0
GER,NED,1835,-5000.0
GER,NED,1836,-5000.0
GER,NED,1837,-5000.0
GER,NED,1838,-5000.0
GER,NED,1839,-5000.0
GER,NED,1840,-5000.0
GER,NED,1841,-5000.0
GER,NED,1842,3976.8384948277
GER,NED,1843,5000.0
GER,NED,1844,5000.0
GER,NED,1845,5000.0
GER,NED,1846,5000.0
GER,NED,1847,5000.0
GER,NED,1848,5000.0
GER,NED,1849,5000.0
GER,NED,1850,5000.0
GER,NED,1851,5000.0
GER,NED,1852,5000.0
GER,NED,1853,5000.0
GER,NED,1854,5000.0
GER,NED,1855,5000.0
GER,NED,1856,-3176.4744361539997
GER,NED,1857,-5000.0
GER,NED,1858,-5000.0
GER,NED,1859,-5000.0
GER,NED,1860,-5000.0
GER,NED,1861,-5000.0
GER,NED,1862,-5000.0
GER,NED,1863,-5000.0
GER,NED,1864,-5000.0
GER,NED,1865,-5000.0
GER,NED,1866,5000.0
GER,NED,1867,5000.0
GER,NED,1868,5000.0
GER,NED,1869,5000.0
GER,NED,1870,5000.0
GER,NED,1871,5000.0
GER,NED,1872,5000.0
GER,NED,1873,5000.0
GER,NED,1874,5000.0
GER,NED,1875,5000.0
GER,NED,1876,5000.0
GER,NED,1877,5000.0
GER,NED,1878,5000.0
GER,NED,1879,5000.0
GER,NED,1880,-120.85016938100125
GER,NED,1881,-5000.0
GER,NED,1882,-5000.0
GER,NED,1883,-5000.0
GER,NED,1884,-5000.0
GER,NED,1885,-5000.0
GER,NED,1886,-5000.0
GER,NED,1887,-5000.0
GER,NED,1888,-5000.0
GER,NED,1889,-5000.0
GER,NED,1890,5000.0
GER,NED,1891,5000.0
GER,NED,1892,5000.0
GER,NED,1893,5000.0
GER,NED,1894,5000.0
GER,NED,1895,5000.0
GER,NED,1896,5000.0
GER,NED,1897,5000.0
GER,NED,1898,5000.0
GER,NED,1899,5000.0
GER,NED,1900,5000.0
GER,NED,1901,5000.0
GER,NED,1902,4999.999999999998
GER,NED,1903,4809.866279514198
GER,NED,1904,-5000.0
GER,NED,1905,-5000.0
GER,NED,1906,-5000.0
GER,NED,1907,-5000.0
GER,NED,1908,-5000.0
GER,NED,1909,-5000.0
GER,NED,1910,-5000.0
GER,NED,1911,-5000.0
GER,NED,1912,-5000.0
GER,NED,1913,-5000.0
GER,NED,1914,5000.0
GER,NED,1915,5000.0
GER,NED,1916,5000.0
GER,NED,1917,5000.0
GER,NED,1918,5000.0
GER,NED,1919,5000.0
GER,NED,1920,5000.0
GER,NED,1921,5000.0
GER,NED,1922,5000.0
GER,NED,1923,5000.0
GER,NED,1924,5000.0
GER,NED,1925,5000.0
GER,NED,1926,4999.999999999998
GER,NED,1927,5000.0
GER,NED,1928,-5000.0
GER,NED,1929,-5000.0
GER,NED,1930,-5000.0
GER,NED,1931,-5000.0
GER,NED,1932,-5000.0
GER,NED,1933,-5000.0
GER,NED,1934,-5000.0
GER,NED,1935,-5000.0
GER,NED,1936,-5000.0
GER,NED,1937,-5000.0
GER,NED,1938,2759.4668185423016
GER,NED,1939,5000.0
GER,NED,1940,5000.0
GER,NED,1941,5000.0
GER,NED,1942,5000.0
GER,NED,1943,5000.0
GER,NED,1944,5000.0
GER,NED,1945,5000.0
GER,NED,1946,5000.0
GER,NED,1947,5000.0
GER,NED,1948,5000.0
GER,NED,1949,5000.0
GER,NED,1950,5000.0
GER,NED,1951,-2292.850463197299
GER,NED,1952,-5000.0
GER,NED,1953,-5000.0
GER,NED,1954,-5000.0
GER,NED,1955,-5000.0
GER,NED,1956,-5000.0
GER,NED,1957,-5000.0
GER,NED,1958,-5000.0
GER,NED,1959,-5000.0
GER,NED,1960,-5000.0
GER,NED,1961,-5000.0
GER,NED,1962,5000.0
GER,NED,1963,5000.0
GER,NED,1964,5000.0
GER,NED,1965,5000.0
GER,NED,1966,5000.0
GER,NED,1967,5000.0
GER,NED,1968,5000.0
GER,NED,1969,5000.0
GER,NED,1970,5000.0
GER,NED,1971,5000.0
GER,NED,1972,5000.0
GER,NED,1973,5000.0
GER,NED,1974,5000.0
GER,NED,1975,817.3947538589
GER,NED,1976,-5000.0
GER,NED,1977,-5000.0
GER,NED,1978,-5000.0
GER,NED,1979,-5000.0
GER,NED,1980,-5000.0
GER,NED,1981,-5000.0
GER,NED,1982,-5000.0
GER,NED,1983,-5000.0
GER,NED,1984,-5000.0
GER,NED,1985,-5000.0
GER,NED,1986,5000.0
GER,NED,1987,5000.0
GER,NED,1988,5000.0
GER,NED,1989,5000.0
GER,NED,1990,5000.0
GER,NED,1991,5000.0
GER,NED,1992,5000.0
GER,NED,1993,5000.0
GER,NED,1994,5000.0
