location,technology,time_step,production
AUS,Oil,1507,1471.7344331926688
AUS,Oil,1508,778.365672344371
AUS,Oil,1509,62.98520480246043
AUS,Oil,1519,375.1512270025696
AUS,Oil,1520,1112.5434012380601
AUS,Oil,1521,1260.622155358622
AUS,Oil,1522,1300.6434402560808
AUS,Oil,1523,1441.7184695195792
AUS,Oil,1524,1409.701441601599
AUS,Oil,1525,1164.5710716047433
AUS,Oil,1526,1194.587035277822
AUS,Oil,1527,1056.5136023816194
AUS,Oil,1528,930.4465549546694
AUS,Oil,1529,835.3960033232288
AUS,Oil,1530,1312.6498257253097
AUS,Oil,1531,1529.76529629397
AUS,Oil,1532,852.4050494046278
AUS,Oil,1533,34.97030537424962
AUS,Oil,1543,187.05118798454987
AUS,Oil,1544,926.4444264649301
AUS,Oil,1545,1126.5508509521624
AUS,Oil,1546,1150.5636218906402
AUS,Oil,1547,1326.6572754394201
AUS,Oil,1548,1258.6210911137496
AUS,Oil,1549,842.3997281802731
AUS,Oil,1550,594.2677618160778
AUS,Oil,1551,451.19166830771974
AUS,Oil,1552,268.0942899018828
AUS,Oil,1553,296.1091893301
AUS,Oil,1554,745.3481123039701
AUS,Oil,1555,1055.5130702591996
AUS,Oil,1556,432.18155798143016
AUS,Oil,1616,730.3401304674298
AUS,Oil,1617,952.4582616482703
AUS,Oil,1618,995.4811429130241
AUS,Oil,1619,1086.52956605472
AUS,Oil,1620,1070.521052095719
AUS,Oil,1621,777.3651402219075
AUS,Oil,1622,665.3055425090624
AUS,Oil,1623,521.2289168782527
AUS,Oil,1624,357.14164879870987
AUS,Oil,1625,284.10280386087015
AUS,Oil,1626,725.3374698552507
AUS,Oil,1627,1144.5604291560194
AUS,Oil,1628,530.233705980173
AUS,Oil,1639,30.96817688450028
AUS,Oil,1640,646.2954321827801
AUS,Oil,1641,758.3550298956179
AUS,Oil,1642,726.3380019776578
AUS,Oil,1643,720.3348092430388
AUS,Oil,1644,604.2730830404598
AUS,Oil,1645,318.1208960236927
AUS,Oil,1646,346.13579545189805
AUS,Oil,1647,232.07513349418969
AUS,Oil,1648,152.03256369929022
AUS,Oil,1649,93.00116847554273
AUS,Oil,1650,586.2635048365883
AUS,Oil,1651,1128.5519151970402
AUS,Oil,1652,485.2097604705423
AUS,Oil,1663,57.98254419028035
AUS,Oil,1664,938.4508119341517
AUS,Oil,1665,1219.6003383387397
AUS,Oil,1666,1417.7056985811032
AUS,Oil,1667,1626.8169121702813
AUS,Oil,1668,1654.831811598493
AUS,Oil,1669,1418.7062307035503
AUS,Oil,1670,1315.6514220926201
AUS,Oil,1671,1150.5636218906402
AUS,Oil,1672,945.4545367912096
AUS,Oil,1673,826.3912142213003
AUS,Oil,1674,1063.51732723869
AUS,Oil,1675,1386.6892027855683
AUS,Oil,1676,800.37737903796
AUS,Oil,1677,49.97828721078986
AUS,Oil,1687,167.04054553582955
AUS,Oil,1688,1000.4838035252096
AUS,Oil,1689,1270.6274765829912
AUS,Oil,1690,1284.6349262970998
AUS,Oil,1691,1412.7030379689313
AUS,Oil,1692,1325.6567433169803
AUS,Oil,1693,1111.542869115623
AUS,Oil,1694,1055.5130702591996
AUS,Oil,1695,876.4178203431111
AUS,Oil,1696,713.3310843860099
AUS,Oil,1697,740.34545169179
